OBJECTID,MUID,SEQN,SNAM,S5ID,CMPPCT,NLAYERS,HYDGRP,SOL_ZMX,ANION_EXCL,SOL_CRK,TEXTURE,SOL_Z1,SOL_BD1,SOL_AWC1,SOL_K1,SOL_CBN1,CLAY1,SILT1,SAND1,ROCK1,SOL_ALB1,USLE_K1,SOL_EC1,SOL_CAL1,SOL_PH1,SOL_Z2,SOL_BD2,SOL_AWC2,SOL_K2,SOL_CBN2,CLAY2,SILT2,SAND2,ROCK2,SOL_ALB2,USLE_K2,SOL_EC2,SOL_CAL2,SOL_PH2,SOL_Z3,SOL_BD3,SOL_AWC3,SOL_K3,SOL_CBN3,CLAY3,SILT3,SAND3,ROCK3,SOL_ALB3,USLE_K3,SOL_EC3,SOL_CAL3,SOL_PH3,SOL_Z4,SOL_BD4,SOL_AWC4,SOL_K4,SOL_CBN4,CLAY4,SILT4,SAND4,ROCK4,SOL_ALB4,USLE_K4,SOL_EC4,SOL_CAL4,SOL_PH4,SOL_Z5,SOL_BD5,SOL_AWC5,SOL_K5,SOL_CBN5,CLAY5,SILT5,SAND5,ROCK5,SOL_ALB5,USLE_K5,SOL_EC5,SOL_CAL5,SOL_PH5,SOL_Z6,SOL_BD6,SOL_AWC6,SOL_K6,SOL_CBN6,CLAY6,SILT6,SAND6,ROCK6,SOL_ALB6,USLE_K6,SOL_EC6,SOL_CAL6,SOL_PH6,SOL_Z7,SOL_BD7,SOL_AWC7,SOL_K7,SOL_CBN7,CLAY7,SILT7,SAND7,ROCK7,SOL_ALB7,USLE_K7,SOL_EC7,SOL_CAL7,SOL_PH7,SOL_Z8,SOL_BD8,SOL_AWC8,SOL_K8,SOL_CBN8,CLAY8,SILT8,SAND8,ROCK8,SOL_ALB8,USLE_K8,SOL_EC8,SOL_CAL8,SOL_PH8,SOL_Z9,SOL_BD9,SOL_AWC9,SOL_K9,SOL_CBN9,CLAY9,SILT9,SAND9,ROCK9,SOL_ALB9,USLE_K9,SOL_EC9,SOL_CAL9,SOL_PH9,SOL_Z10,SOL_BD10,SOL_AWC10,SOL_K10,SOL_CBN10,CLAY10,SILT10,SAND10,ROCK10,SOL_ALB10,USLE_K10,SOL_EC10,SOL_CAL10,SOL_PH10
33,,1,s33,,1,3,A,1500,0.5,0.5,,250,1.47411320295284,0.158000524870268,15.8675912261245,0.831395348837209,2.465,10.33,87.205,0,0.17145763469729,0.120408077969782,0,0,0,750,1.55376355830878,0.146531978771383,14.3095322551527,0.412790697674419,2.465,10.33,87.205,0,0.180672249453578,0.125368964808179,0,0,0,1500,1.65590331202893,0.113107987741962,10.6032008839821,0.0755813953488372,1.97,6.88,91.15,0,0.202502929573886,0.104223056273871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,,1,s34,,1,3,A,1500,0.5,0.5,,250,1.47411320295284,0.158000524870268,15.8675912261245,0.831395348837209,2.465,10.33,87.205,0,0.17145763469729,0.120408077969782,0,0,0,750,1.55376355830878,0.146531978771383,14.3095322551527,0.412790697674419,2.465,10.33,87.205,0,0.180672249453578,0.125368964808179,0,0,0,1500,1.65590331202893,0.113107987741962,10.6032008839821,0.0755813953488372,1.97,6.88,91.15,0,0.202502929573886,0.104223056273871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,,1,s35,,1,3,A,1500,0.5,0.5,,250,1.47411320295284,0.158000524870268,15.8675912261245,0.831395348837209,2.465,10.33,87.205,0,0.17145763469729,0.120408077969782,0,0,0,750,1.55376355830878,0.146531978771383,14.3095322551527,0.412790697674419,2.465,10.33,87.205,0,0.180672249453578,0.125368964808179,0,0,0,1500,1.72489846827893,0.141313162797498,6.90430502949343,0.0755813953488372,12.06640625,25.393125,62.54046875,0,0.168416118774349,0.255589385973224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,,1,s36,,1,3,A,1500,0.5,0.5,,250,1.47411320295284,0.158000524870268,15.8675912261245,0.831395348837209,2.465,10.33,87.205,0,0.17145763469729,0.120408077969782,0,0,0,750,1.55376355830878,0.146531978771383,14.3095322551527,0.412790697674419,2.465,10.33,87.205,0,0.180672249453578,0.125368964808179,0,0,0,1500,1.72489846827893,0.141313162797498,6.90430502949343,0.0755813953488372,12.06640625,25.393125,62.54046875,0,0.168416118774349,0.255589385973224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,,1,s37,,1,3,C,1500,0.5,0.5,,250,1.43054211793063,0.173614705156007,10.2837459884741,1.25581395348837,4.44529411764706,14.8405882352941,80.7141176470588,0,0.166324004962372,0.149193121070087,0,0,0,750,1.52704033724506,0.174098572508386,13.9999967457351,0.627906976744186,4.44529411764706,14.8405882352941,80.7141176470588,0,0.167567781803437,0.169296506850016,0,0,0,1500,1.65681389092137,0.160543543387901,22.6745384457244,0.116279069767442,4.44529411764706,14.8405882352941,80.7141176470588,0,0.179849144923646,0.172952366442758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,,1,s38,,1,3,B,1500,0.5,0.5,,250,1.38422539318621,0.169729213494066,9.86092105478824,1.63372093023256,4.44529411764706,14.8405882352941,80.7141176470588,0,0.164951356603568,0.137171700193115,0,0,0,750,1.49476269664331,0.175713057392927,22.6909299531849,0.813953488372093,4.44529411764706,14.8405882352941,80.7141176470588,0,0.167326510454082,0.165386142057526,0,0,0,1500,1.72627630166962,0.136942717251548,5.15906964176892,0.151162790697674,18.2267857142857,29.4485714285714,52.3246428571429,0,0.161675736015916,0.273195406796746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,,1,s39,,1,3,B,1500,0.5,0.5,,250,1.38422539318621,0.169729213494066,9.86092105478824,1.63372093023256,4.44529411764706,14.8405882352941,80.7141176470588,0,0.164951356603568,0.137171700193115,0,0,0,750,1.49476269664331,0.175713057392927,22.6909299531849,0.813953488372093,4.44529411764706,14.8405882352941,80.7141176470588,0,0.167326510454082,0.165386142057526,0,0,0,1500,1.72627630166962,0.136942717251548,5.15906964176892,0.151162790697674,18.2267857142857,29.4485714285714,52.3246428571429,0,0.161675736015916,0.273195406796746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,,1,s40,,1,3,B,1500,0.5,0.5,,250,1.38422539318621,0.169729213494066,9.86092105478824,1.63372093023256,4.44529411764706,14.8405882352941,80.7141176470588,0,0.164951356603568,0.137171700193115,0,0,0,750,1.49476269664331,0.175713057392927,22.6909299531849,0.813953488372093,4.44529411764706,14.8405882352941,80.7141176470588,0,0.167326510454082,0.165386142057526,0,0,0,1500,1.72627630166962,0.136942717251548,5.15906964176892,0.151162790697674,18.2267857142857,29.4485714285714,52.3246428571429,0,0.161675736015916,0.273195406796746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,,1,s41,,1,3,C,1500,0.5,0.5,,250,1.38422539318621,0.169729213494066,9.86092105478824,1.63372093023256,4.44529411764706,14.8405882352941,80.7141176470588,0,0.164951356603568,0.137171700193115,0,0,0,750,1.49476269664331,0.175713057392927,22.6909299531849,0.813953488372093,4.44529411764706,14.8405882352941,80.7141176470588,0,0.167326510454082,0.165386142057526,0,0,0,1500,1.72627630166962,0.136942717251548,5.15906964176892,0.151162790697674,18.2267857142857,29.4485714285714,52.3246428571429,0,0.161675736015916,0.273195406796746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,,1,s42,,1,3,B,1500,0.5,0.5,,250,1.43054211793063,0.173614705156007,10.2837459884741,1.25581395348837,4.44529411764706,14.8405882352941,80.7141176470588,0,0.166324004962372,0.149193121070087,0,0,0,750,1.52704033724506,0.174098572508386,13.9999967457351,0.627906976744186,4.44529411764706,14.8405882352941,80.7141176470588,0,0.167567781803437,0.169296506850016,0,0,0,1500,1.74032933209784,0.135248615950394,6.30821366270376,0.116279069767442,18.2267857142857,29.4485714285714,52.3246428571429,0,0.161438205012768,0.273314004561806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,,1,s43,,1,3,B,1500,0.5,0.5,,250,1.43054211793063,0.173614705156007,10.2837459884741,1.25581395348837,4.44529411764706,14.8405882352941,80.7141176470588,0,0.166324004962372,0.149193121070087,0,0,0,750,1.52704033724506,0.174098572508386,13.9999967457351,0.627906976744186,4.44529411764706,14.8405882352941,80.7141176470588,0,0.167567781803437,0.169296506850016,0,0,0,1500,1.74032933209784,0.135248615950394,6.30821366270376,0.116279069767442,18.2267857142857,29.4485714285714,52.3246428571429,0,0.161438205012768,0.273314004561806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,,1,s44,,1,3,B,1500,0.5,0.5,,250,1.43054211793063,0.173614705156007,10.2837459884741,1.25581395348837,4.44529411764706,14.8405882352941,80.7141176470588,0,0.166324004962372,0.149193121070087,0,0,0,750,1.52704033724506,0.174098572508386,13.9999967457351,0.627906976744186,4.44529411764706,14.8405882352941,80.7141176470588,0,0.167567781803437,0.169296506850016,0,0,0,1500,1.74032933209784,0.135248615950394,6.30821366270376,0.116279069767442,18.2267857142857,29.4485714285714,52.3246428571429,0,0.161438205012768,0.273314004561806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,,1,s45,,1,3,C,1500,0.5,0.5,,250,1.43054211793063,0.173614705156007,10.2837459884741,1.25581395348837,4.44529411764706,14.8405882352941,80.7141176470588,0,0.166324004962372,0.149193121070087,0,0,0,750,1.52704033724506,0.174098572508386,13.9999967457351,0.627906976744186,4.44529411764706,14.8405882352941,80.7141176470588,0,0.167567781803437,0.169296506850016,0,0,0,1500,1.74032933209784,0.135248615950394,6.30821366270376,0.116279069767442,18.2267857142857,29.4485714285714,52.3246428571429,0,0.161438205012768,0.273314004561806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,,1,s46,,1,3,B,1500,0.5,0.5,,250,1.52704033724506,0.173041011417036,14.25865639077,0.627906976744186,4.44529411764706,14.8405882352941,80.7141176470588,0,0.167409236023459,0.169296506850016,0,0,0,750,1.59233429425943,0.141632941068862,11.3813894725573,0.313953488372093,4.44529411764706,14.8405882352941,80.7141176470588,0,0.182510797509829,0.172307818249776,0,0,0,1500,1.76969280514095,0.124720294797326,4.81089030878923,0.0581395348837209,18.2267857142857,29.4485714285714,52.3246428571429,0,0.164682053038676,0.273470325042764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,,1,s47,,1,3,A,1500,0.5,0.5,,250,1.38422539318621,0.169729213494066,9.86092105478824,1.63372093023256,4.44529411764706,14.8405882352941,80.7141176470588,0,0.164951356603568,0.137171700193115,0,0,0,750,1.49476269664331,0.175713057392927,22.6909299531849,0.813953488372093,4.44529411764706,14.8405882352941,80.7141176470588,0,0.167326510454082,0.165386142057526,0,0,0,1500,1.61490330166962,0.124012989688807,18.922902217256,0.151162790697674,1.1505,3.457,95.3925,0,0.194765909820837,0.0922727082548029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,,1,s48,,1,3,A,1500,0.5,0.5,,250,1.38422539318621,0.169729213494066,9.86092105478824,1.63372093023256,4.44529411764706,14.8405882352941,80.7141176470588,0,0.164951356603568,0.137171700193115,0,0,0,750,1.49476269664331,0.175713057392927,22.6909299531849,0.813953488372093,4.44529411764706,14.8405882352941,80.7141176470588,0,0.167326510454082,0.165386142057526,0,0,0,1500,1.61490330166962,0.124012989688807,18.922902217256,0.151162790697674,1.1505,3.457,95.3925,0,0.194765909820837,0.0922727082548029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,,1,s49,,1,3,B,1500,0.5,0.5,,250,1.38422539318621,0.169729213494066,9.86092105478824,1.63372093023256,4.44529411764706,14.8405882352941,80.7141176470588,0,0.164951356603568,0.137171700193115,0,0,0,750,1.49476269664331,0.175713057392927,22.6909299531849,0.813953488372093,4.44529411764706,14.8405882352941,80.7141176470588,0,0.167326510454082,0.165386142057526,0,0,0,1500,1.61490330166962,0.124012989688807,18.922902217256,0.151162790697674,1.1505,3.457,95.3925,0,0.194765909820837,0.0922727082548029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,,1,s50,,1,3,B,1500,0.5,0.5,,250,1.43054211793063,0.173614705156007,10.2837459884741,1.25581395348837,4.44529411764706,14.8405882352941,80.7141176470588,0,0.166324004962372,0.149193121070087,0,0,0,750,1.52704033724506,0.174098572508386,13.9999967457351,0.627906976744186,4.44529411764706,14.8405882352941,80.7141176470588,0,0.167567781803437,0.169296506850016,0,0,0,1500,1.62895633209784,0.113176744143982,17.4245630199404,0.116279069767442,1.1505,3.457,95.3925,0,0.2013768798082,0.0923127650665313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,,1,s51,,1,3,A,1500,0.5,0.5,,250,1.43054211793063,0.173614705156007,10.2837459884741,1.25581395348837,4.44529411764706,14.8405882352941,80.7141176470588,0,0.166324004962372,0.149193121070087,0,0,0,750,1.52704033724506,0.174098572508386,13.9999967457351,0.627906976744186,4.44529411764706,14.8405882352941,80.7141176470588,0,0.167567781803437,0.169296506850016,0,0,0,1500,1.62895633209784,0.113176744143982,17.4245630199404,0.116279069767442,1.1505,3.457,95.3925,0,0.2013768798082,0.0923127650665313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,,1,s52,,1,3,C,1500,0.5,0.5,,250,1.43054211793063,0.173614705156007,10.2837459884741,1.25581395348837,4.44529411764706,14.8405882352941,80.7141176470588,0,0.166324004962372,0.149193121070087,0,0,0,750,1.52704033724506,0.174098572508386,13.9999967457351,0.627906976744186,4.44529411764706,14.8405882352941,80.7141176470588,0,0.167567781803437,0.169296506850016,0,0,0,1500,1.62895633209784,0.113176744143982,17.4245630199404,0.116279069767442,1.1505,3.457,95.3925,0,0.2013768798082,0.0923127650665313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,,1,s53,,1,3,A,1500,0.5,0.5,,250,1.49193585001166,0.17398566439512,15.1239812535247,0.831395348837209,4.44529411764706,14.8405882352941,80.7141176470588,0,0.167517054579352,0.164913655149781,0,0,0,750,1.56817561713231,0.143427219480396,12.1769708298738,0.412790697674419,4.44529411764706,14.8405882352941,80.7141176470588,0,0.179662602831775,0.171708199129712,0,0,0,1500,1.64838281202893,0.0984838376005874,13.5701486443436,0.0755813953488372,1.1505,3.457,95.3925,0,0.209984638319882,0.0923513756138831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,,1,s54,,1,3,A,1500,0.5,0.5,,250,1.49193585001166,0.17398566439512,15.1239812535247,0.831395348837209,4.44529411764706,14.8405882352941,80.7141176470588,0,0.167517054579352,0.164913655149781,0,0,0,750,1.56817561713231,0.143427219480396,12.1769708298738,0.412790697674419,4.44529411764706,14.8405882352941,80.7141176470588,0,0.179662602831775,0.171708199129712,0,0,0,1500,1.64838281202893,0.0984838376005874,13.5701486443436,0.0755813953488372,1.1505,3.457,95.3925,0,0.209984638319882,0.0923513756138831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,,1,s55,,1,3,B,1500,0.5,0.5,,250,1.49193585001166,0.17398566439512,15.1239812535247,0.831395348837209,4.44529411764706,14.8405882352941,80.7141176470588,0,0.167517054579352,0.164913655149781,0,0,0,750,1.56817561713231,0.143427219480396,12.1769708298738,0.412790697674419,4.44529411764706,14.8405882352941,80.7141176470588,0,0.179662602831775,0.171708199129712,0,0,0,1500,1.64838281202893,0.0984838376005874,13.5701486443436,0.0755813953488372,1.1505,3.457,95.3925,0,0.209984638319882,0.0923513756138831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,,1,s56,,1,3,C,1500,0.5,0.5,,250,1.49193585001166,0.17398566439512,15.1239812535247,0.831395348837209,4.44529411764706,14.8405882352941,80.7141176470588,0,0.167517054579352,0.164913655149781,0,0,0,750,1.56817561713231,0.143427219480396,12.1769708298738,0.412790697674419,4.44529411764706,14.8405882352941,80.7141176470588,0,0.179662602831775,0.171708199129712,0,0,0,1500,1.64838281202893,0.0984838376005874,13.5701486443436,0.0755813953488372,1.1505,3.457,95.3925,0,0.209984638319882,0.0923513756138831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,,1,s57,,1,3,A,1500,0.5,0.5,,250,1.49193585001166,0.17398566439512,15.1239812535247,0.831395348837209,4.44529411764706,14.8405882352941,80.7141176470588,0,0.167517054579352,0.164913655149781,0,0,0,750,1.56817561713231,0.143427219480396,12.1769708298738,0.412790697674419,4.44529411764706,14.8405882352941,80.7141176470588,0,0.179662602831775,0.171708199129712,0,0,0,1500,1.64838281202893,0.0984838376005874,13.5701486443436,0.0755813953488372,1.1505,3.457,95.3925,0,0.209984638319882,0.0923513756138831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,,1,s58,,1,3,B,1500,0.5,0.5,,250,1.49193585001166,0.17398566439512,15.1239812535247,0.831395348837209,4.44529411764706,14.8405882352941,80.7141176470588,0,0.167517054579352,0.164913655149781,0,0,0,750,1.56817561713231,0.143427219480396,12.1769708298738,0.412790697674419,4.44529411764706,14.8405882352941,80.7141176470588,0,0.179662602831775,0.171708199129712,0,0,0,1500,1.64838281202893,0.0984838376005874,13.5701486443436,0.0755813953488372,1.1505,3.457,95.3925,0,0.209984638319882,0.0923513756138831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,,1,s59,,1,3,C,1500,0.5,0.5,,250,1.49193585001166,0.17398566439512,15.1239812535247,0.831395348837209,4.44529411764706,14.8405882352941,80.7141176470588,0,0.167517054579352,0.164913655149781,0,0,0,750,1.56817561713231,0.143427219480396,12.1769708298738,0.412790697674419,4.44529411764706,14.8405882352941,80.7141176470588,0,0.179662602831775,0.171708199129712,0,0,0,1500,1.64838281202893,0.0984838376005874,13.5701486443436,0.0755813953488372,1.1505,3.457,95.3925,0,0.209984638319882,0.0923513756138831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
